Region;Model;Scenario;Variable;Unit;Y2010;Y2015;Y2020;Y2025;Y2030;Y2035;Y2040;Y2045;Y2050;Y2055;Y2060;Y2065;Y2070;Y2075;Y2080;Y2085;Y2090;Y2095;Y2100
CMR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;40.336;51.038;66.819;85.975;107.899;131.442;158.263;188.240;221.564;258.638;299.635;344.534;393.264;445.008;499.589;556.805;616.837;680.006;745.745
COD;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;20.876;30.027;45.221;71.533;106.192;146.761;196.864;258.639;332.910;420.677;523.064;641.486;777.226;930.554;1100.360;1286.310;1488.856;1708.164;1945.304
COG;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;15.396;22.786;30.270;39.320;49.145;59.442;70.808;83.269;96.924;111.845;128.040;145.310;163.692;182.839;202.640;222.890;243.570;264.625;286.106
COL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;392.550;496.817;612.902;706.791;801.137;888.441;978.445;1069.209;1162.190;1260.489;1365.877;1480.797;1605.793;1740.496;1883.578;2033.289;2190.815;2356.445;2531.220
COM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;0.723;0.849;1.054;1.356;1.734;2.170;2.692;3.319;4.083;5.005;6.096;7.367;8.834;10.512;12.412;14.547;16.921;19.539;22.399
CPV;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.723;2.164;2.774;3.435;4.082;4.715;5.388;6.088;6.795;7.510;8.259;9.088;10.014;11.025;12.092;13.215;14.418;15.724;17.148
CRI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;48.697;60.754;75.357;88.885;100.558;111.005;121.290;131.124;140.562;149.903;160.037;170.991;182.873;195.626;208.629;221.796;235.440;249.735;264.808
CUB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;64.700;74.668;81.962;88.915;93.899;97.505;101.618;106.871;112.041;116.521;121.012;125.941;131.687;138.684;146.196;154.111;162.673;172.232;183.093
CYP;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;20.867;20.793;22.661;24.291;25.870;27.334;28.827;30.279;31.679;33.241;35.096;37.287;39.759;42.361;44.950;47.518;50.166;52.985;55.989
CZE;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;248.639;283.328;327.654;370.590;412.647;450.979;483.806;507.228;527.767;543.396;556.848;571.120;580.826;582.458;579.543;573.626;566.339;558.507;548.897
DEU;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;2727.329;2967.930;3122.796;3214.717;3258.383;3296.919;3359.720;3397.745;3398.172;3376.829;3363.263;3342.756;3314.861;3272.207;3218.562;3151.861;3080.474;3007.925;2929.237
DJI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.884;2.378;3.147;4.210;5.474;6.903;8.508;10.266;12.142;14.099;16.134;18.269;20.488;22.769;25.074;27.378;29.660;31.985;34.333
DNK;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;180.168;192.640;206.662;217.024;225.353;233.095;241.847;251.703;261.746;270.379;278.064;285.159;291.166;295.912;300.096;302.997;304.741;305.546;305.166
DOM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;83.260;104.751;130.737;154.527;176.491;196.309;216.698;237.631;259.183;281.864;306.149;332.682;361.317;392.164;424.798;458.508;493.573;530.085;568.172
DZA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;268.295;314.331;385.550;468.551;542.086;588.097;611.045;632.788;666.814;713.937;773.838;846.636;927.234;1015.341;1109.485;1208.817;1315.767;1432.044;1558.064
ECU;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;104.160;128.268;154.093;181.636;208.976;234.626;262.497;292.376;325.044;360.996;400.816;444.738;493.266;546.637;604.112;665.215;730.856;801.307;876.964
EGY;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;449.698;534.801;719.177;926.668;1148.723;1379.836;1626.011;1877.732;2131.884;2407.140;2709.629;3037.049;3383.757;3749.387;4131.223;4528.117;4942.894;5374.712;5821.434
ERI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;2.573;3.208;3.412;3.988;4.633;5.288;6.094;7.099;8.369;9.968;11.958;14.400;17.336;20.822;24.963;29.816;35.469;41.982;49.440
ESP;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1242.302;1298.551;1360.832;1403.655;1444.081;1473.532;1487.774;1487.529;1489.234;1499.252;1516.257;1534.524;1540.485;1534.805;1532.547;1533.316;1540.253;1548.561;1549.186
EST;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;22.253;27.586;32.065;35.846;39.492;43.041;46.328;49.030;50.816;51.701;52.773;53.877;54.499;54.355;53.832;53.063;52.292;51.612;50.797
ETH;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;77.328;108.584;151.126;198.378;252.318;309.879;379.882;464.405;563.447;677.770;809.222;961.152;1136.986;1338.504;1562.875;1809.329;2078.405;2371.462;2692.046
FIN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;170.072;188.975;203.986;216.246;227.199;237.645;247.927;256.246;263.060;269.026;274.491;280.255;285.002;288.002;289.801;290.425;290.448;290.167;289.108
FJI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;3.575;3.954;4.431;5.069;5.786;6.515;7.321;8.205;9.171;10.227;11.361;12.614;13.982;15.459;17.073;18.826;20.735;22.808;25.067
FRA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1921.794;2034.696;2191.683;2349.686;2504.343;2650.243;2784.652;2899.628;2985.708;3056.488;3126.917;3190.661;3238.245;3269.695;3293.631;3311.798;3329.435;3347.101;3358.086
GAB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;20.490;24.253;27.577;31.249;34.852;38.277;41.969;45.926;50.098;54.365;58.702;63.276;68.080;73.007;78.064;83.088;88.231;93.427;98.765
GBR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;2014.292;2170.983;2413.459;2612.668;2772.059;2902.106;3023.135;3130.623;3205.972;3258.652;3313.966;3374.030;3426.480;3453.387;3463.077;3463.484;3462.613;3465.928;3465.856
GEO;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;20.242;27.516;35.075;41.378;46.559;51.097;55.866;60.554;65.008;69.267;73.879;79.572;85.877;92.389;98.669;105.364;112.875;121.258;130.315
GHA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;36.062;56.214;79.745;106.620;135.316;164.250;196.746;233.437;274.819;322.918;379.032;444.119;518.518;602.134;695.226;796.929;907.558;1026.587;1154.199
GIN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;9.766;13.725;25.427;38.439;52.700;67.256;83.634;102.042;122.572;144.919;168.745;194.190;221.274;249.589;278.880;308.909;339.618;370.927;403.314
GMB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;3.169;4.162;5.472;7.158;9.141;11.318;13.835;16.712;19.964;23.624;27.694;32.191;37.157;42.564;48.404;54.684;61.417;68.642;76.337
GNB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.612;2.033;2.540;3.232;4.111;5.147;6.403;7.921;9.704;11.760;14.071;16.659;19.504;22.606;25.917;29.398;33.067;36.869;40.859
GNQ;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;21.538;25.427;27.913;32.544;36.971;41.298;45.755;50.391;55.058;59.603;64.116;68.643;73.033;77.296;81.317;85.127;88.738;92.159;95.435
GRC;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;273.897;255.345;284.101;304.339;323.913;339.383;351.402;359.634;366.269;372.574;379.044;384.478;387.291;386.514;384.311;381.076;377.410;372.998;366.668
GTM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;61.823;72.439;86.842;105.867;128.527;153.325;181.687;214.166;251.027;292.451;338.475;389.902;447.309;511.061;581.198;657.459;740.356;830.060;927.166
GUY;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;2.342;3.068;3.793;4.582;5.273;5.870;6.483;7.200;8.032;8.921;9.773;10.628;11.645;12.897;14.264;15.698;17.185;18.777;20.568
HKG;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;294.826;350.299;413.258;455.097;484.952;510.714;532.097;548.331;559.982;569.105;577.141;586.268;598.779;611.096;620.372;627.241;631.629;634.328;637.153
HND;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;26.744;31.874;39.091;48.067;58.080;68.764;80.953;94.710;110.063;126.967;145.415;165.821;188.444;213.332;240.297;269.242;300.434;334.033;370.259
HRV;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;71.255;73.779;81.379;86.807;91.083;94.326;96.966;98.788;100.210;101.947;104.170;106.859;110.037;113.321;116.534;119.735;123.074;126.657;130.536
HTI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;9.918;13.142;17.278;22.665;28.942;35.745;43.700;52.722;62.784;74.062;86.579;100.458;115.860;132.783;151.182;170.838;191.758;213.865;237.340
HUN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;169.548;176.679;188.751;203.737;218.954;232.800;243.599;252.247;259.468;264.582;268.779;272.158;272.851;271.564;269.769;266.790;263.091;258.851;253.781
IDN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;929.865;1271.185;1757.144;2313.373;2843.918;3315.366;3769.180;4179.359;4534.446;4849.114;5127.832;5373.420;5586.983;5783.988;5966.925;6137.143;6299.963;6458.524;6619.394
IND;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;3653.102;5047.163;7025.448;9187.030;11288.525;13239.432;15183.184;17071.457;18892.213;20687.399;22486.988;24310.036;26142.129;27981.359;29790.280;31560.434;33333.998;35123.735;36935.623
IRL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;160.981;177.514;196.578;212.992;230.465;246.301;259.304;268.740;276.408;283.834;291.359;297.991;302.425;303.455;303.438;302.918;302.394;301.640;299.656
IRN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;810.315;862.017;987.990;1155.468;1328.133;1525.943;1734.261;1918.672;2070.015;2198.485;2324.771;2458.126;2567.569;2671.952;2772.163;2875.470;2990.231;3117.405;3253.021
IRQ;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;102.337;172.239;265.253;344.501;456.435;593.784;714.299;827.593;918.488;986.802;1043.927;1104.347;1179.119;1276.899;1401.513;1553.112;1733.367;1943.202;2184.614
ISL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;10.424;11.897;13.574;15.147;16.730;18.277;19.822;21.244;22.425;23.434;24.298;25.106;25.778;26.191;26.405;26.469;26.459;26.413;26.274
ISR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;198.145;243.007;291.967;341.761;391.390;441.348;491.576;539.452;583.467;625.140;667.473;710.394;751.699;789.587;824.674;858.637;893.045;928.194;961.848
ITA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1641.252;1674.975;1756.874;1827.700;1883.505;1922.735;1950.989;1971.272;1985.508;1995.024;2002.880;2005.974;1996.986;1979.727;1966.409;1952.540;1938.454;1922.179;1899.129
JAM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;18.919;20.221;22.314;24.661;26.725;28.579;30.812;33.481;36.468;39.728;43.150;46.993;51.662;57.031;62.962;69.323;76.209;83.792;92.189
JOR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;31.744;39.173;51.403;68.251;88.723;111.838;138.342;168.031;200.535;236.343;276.303;320.254;367.893;419.718;475.576;533.430;593.211;654.897;718.717
JPN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;3899.299;4104.915;4262.001;4414.222;4509.938;4502.382;4427.720;4333.646;4212.844;4090.030;3967.242;3834.917;3693.539;3542.960;3397.219;3264.970;3146.850;3039.144;2933.229
KAZ;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;178.180;240.722;320.206;424.864;521.342;618.168;701.459;752.824;759.944;743.597;730.629;730.381;737.536;747.273;762.420;781.830;806.181;833.936;862.306
KEN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;60.007;78.513;104.759;135.592;170.281;207.502;251.565;303.673;365.337;438.126;524.291;625.223;742.373;876.281;1027.102;1195.060;1381.525;1586.383;1810.855
KGZ;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;10.941;14.315;18.232;23.303;29.287;36.093;43.838;52.394;61.473;71.223;82.103;94.404;107.823;121.794;136.450;151.765;167.983;184.978;202.534
KHM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;27.826;38.784;55.373;72.272;88.837;104.118;120.384;138.326;156.469;175.583;194.882;215.879;238.958;263.700;289.958;317.676;347.728;380.695;417.175
KOR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1320.884;1590.281;1891.670;2167.380;2393.854;2558.994;2670.380;2733.790;2748.359;2735.497;2682.854;2611.099;2536.961;2444.457;2349.453;2246.359;2138.717;2030.601;1923.885
KWT;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;124.857;160.106;193.711;233.349;282.998;340.855;403.744;454.798;493.762;518.225;530.970;534.282;531.957;529.319;530.516;535.171;542.979;552.515;563.132
LAO;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;14.340;21.217;30.835;41.300;51.577;61.199;71.334;82.003;92.973;103.784;114.565;126.029;138.578;152.244;166.640;181.549;197.352;214.497;233.531
LBN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;53.347;62.393;76.155;90.532;103.811;115.534;126.678;136.816;145.902;154.929;163.817;172.791;182.448;192.591;202.877;212.868;222.794;233.030;244.044
LBR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.926;2.955;4.462;6.597;9.101;11.935;15.306;19.387;24.275;30.055;36.840;44.655;53.500;63.352;74.143;85.714;98.020;110.975;124.554
LBY;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;99.765;129.036;162.221;198.120;235.554;273.453;307.085;331.173;346.023;357.651;369.745;384.204;400.378;418.362;437.857;458.958;482.550;508.506;536.134
LCA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.439;1.539;1.751;1.993;2.246;2.489;2.745;3.013;3.288;3.572;3.874;4.204;4.566;4.946;5.345;5.766;6.221;6.715;7.256
LKA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;95.022;133.283;180.838;231.051;276.811;315.509;350.811;382.043;411.114;440.353;471.109;502.918;533.730;564.246;596.344;630.166;665.947;703.356;742.670
LSO;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;3.119;3.984;4.888;5.927;7.077;8.260;9.677;11.320;13.209;15.332;17.696;20.329;23.277;26.554;30.156;34.054;38.289;42.914;47.951
LTU;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;51.059;61.635;71.919;78.319;82.375;85.851;89.305;92.146;93.780;94.852;96.710;100.125;104.704;109.526;114.099;118.452;122.947;128.125;134.255
LUX;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;34.848;38.026;42.172;45.448;48.045;50.249;52.012;53.219;54.036;54.681;55.113;55.187;54.831;54.086;53.066;51.809;50.414;48.875;47.126
LVA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;28.991;35.473;41.461;46.091;49.918;52.487;54.412;55.877;56.737;57.316;58.560;60.320;62.092;63.831;65.856;67.892;70.098;72.588;75.327
MAC;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;31.329;35.425;38.522;40.502;42.112;43.426;44.424;45.173;45.656;45.945;46.478;47.257;48.114;48.855;49.413;49.823;50.163;50.440;50.661
MAR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;137.293;173.130;229.157;292.295;357.580;422.199;489.512;557.103;623.929;689.115;753.807;820.887;891.474;965.945;1042.849;1121.250;1201.815;1286.047;1376.512
MDA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;9.951;12.517;15.896;19.755;23.508;26.863;29.962;32.653;34.834;36.710;38.857;41.575;44.525;47.433;50.460;53.543;56.901;60.626;64.693
MDG;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;17.999;20.471;26.477;35.095;46.061;59.119;75.619;96.559;122.666;154.462;192.621;238.058;291.781;354.229;425.663;506.094;595.995;695.881;806.497
MDV;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;2.333;2.814;3.409;4.057;4.738;5.437;6.180;6.924;7.630;8.298;8.990;9.763;10.601;11.463;12.293;13.108;13.969;14.939;16.044
MEX;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1409.686;1686.201;2003.384;2332.715;2653.058;2956.283;3240.540;3511.829;3785.058;4064.938;4346.620;4645.345;4956.041;5280.162;5606.530;5930.085;6253.797;6579.625;6910.168
MKD;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;18.931;21.893;26.555;31.408;36.115;40.665;45.023;48.953;52.505;56.094;59.879;63.843;67.923;71.944;75.640;79.077;82.341;85.528;88.712
MLI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;14.860;16.946;22.759;30.437;39.771;50.568;63.523;79.068;97.499;119.006;143.619;171.450;202.345;236.354;273.072;312.391;354.132;398.192;444.790
MLT;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;9.442;10.429;11.659;12.920;14.185;15.472;16.652;17.653;18.499;19.252;20.014;20.862;21.806;22.759;23.665;24.544;25.448;26.423;27.490
MMR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;69.159;92.444;124.570;154.806;179.151;194.731;206.911;216.770;224.201;229.768;234.483;238.996;244.186;249.875;256.038;262.657;269.763;278.003;287.941
MNE;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;6.414;7.060;7.966;8.923;9.817;10.585;11.264;11.844;12.376;12.975;13.682;14.411;15.156;15.911;16.652;17.386;18.122;18.866;19.625
MNG;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;9.977;17.882;28.366;38.831;49.304;59.601;70.332;81.078;91.580;101.973;113.126;125.281;138.047;150.464;162.594;174.562;186.771;199.291;211.809
MOZ;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;19.244;27.851;40.039;53.995;68.760;83.573;100.432;120.376;143.520;170.187;200.430;234.101;271.945;313.887;360.117;410.672;465.627;525.490;590.756
MRT;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;7.624;10.053;13.133;16.698;20.629;25.004;30.037;35.950;42.793;50.548;59.195;68.739;79.139;90.481;102.704;115.699;129.439;143.882;159.167
MUS;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;15.734;19.103;23.764;28.270;32.124;35.303;38.137;40.755;43.392;45.788;48.068;50.404;52.874;55.642;58.583;61.580;64.680;67.960;71.530
MWI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;11.854;15.343;21.205;29.014;38.805;50.395;65.132;84.106;108.361;139.175;177.947;226.344;285.918;358.017;443.674;543.923;660.068;792.674;942.806
MYS;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;375.288;476.924;602.209;732.864;864.718;997.569;1134.086;1267.413;1399.763;1541.452;1692.589;1851.129;2018.319;2197.235;2383.351;2572.840;2764.411;2957.854;3155.659
NAM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;13.403;16.302;20.154;24.617;29.318;33.869;38.555;43.406;48.424;53.498;58.580;63.667;68.913;74.178;79.602;85.140;90.752;96.612;102.813
