Region;Model;Scenario;Variable;Unit;Y2010;Y2015;Y2020;Y2025;Y2030;Y2035;Y2040;Y2045;Y2050;Y2055;Y2060;Y2065;Y2070;Y2075;Y2080;Y2085;Y2090;Y2095;Y2100
BDI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;4.389;5.756;8.176;12.765;21.728;38.130;64.933;105.418;162.479;239.004;338.241;461.639;608.610;775.194;956.623;1149.958;1353.348;1565.263;1778.815
BEL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;357.666;388.798;427.678;480.985;551.859;638.749;737.048;844.770;962.452;1094.566;1245.269;1414.614;1601.083;1805.259;2027.303;2267.350;2524.768;2801.814;3102.274
BEN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;12.601;15.035;19.494;27.670;41.991;65.912;102.626;156.169;230.639;329.592;455.759;609.907;790.918;995.493;1222.188;1467.550;1727.815;1999.015;2274.286
BFA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;18.709;24.884;34.129;50.138;77.421;121.423;186.044;276.461;398.143;555.393;750.684;985.681;1259.642;1569.567;1916.413;2297.680;2709.451;3148.038;3605.860
BGD;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;221.297;298.827;422.673;616.648;917.807;1356.400;1920.861;2598.078;3366.512;4211.385;5113.047;6043.469;6980.303;7917.597;8836.326;9722.863;10574.789;11399.010;12184.080
BGR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;86.738;96.067;120.070;152.784;194.178;239.728;283.306;323.034;358.925;393.433;428.929;462.985;491.790;514.358;533.757;551.132;566.477;579.220;587.779
BHR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;26.934;36.173;46.788;61.935;80.992;104.058;129.828;156.566;183.360;211.932;243.159;274.956;305.475;333.251;358.584;381.943;403.599;422.802;437.582
BHS;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;9.647;10.887;12.498;14.367;16.684;19.453;22.427;25.551;28.551;31.468;34.292;37.051;39.711;42.017;44.129;46.010;47.633;49.027;50.126
BIH;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;28.065;30.799;37.978;48.557;61.832;76.844;91.632;104.935;115.956;125.297;134.230;141.058;146.504;150.487;152.868;154.086;154.434;154.265;153.375
BLR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;118.671;145.147;177.168;216.865;266.159;322.456;376.506;424.503;465.012;503.192;544.293;585.440;620.998;648.367;670.707;691.504;711.865;730.512;744.978
BLZ;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;2.061;2.261;2.574;3.138;3.989;5.121;6.434;7.884;9.398;10.960;12.552;14.185;15.797;17.376;19.013;20.667;22.332;24.057;25.806
BOL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;43.190;54.059;67.786;89.755;123.320;169.510;226.442;293.415;368.789;451.784;540.442;633.904;729.470;826.054;925.928;1027.460;1129.572;1232.469;1335.441
BRA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1967.541;2302.620;2800.474;3425.068;4238.996;5262.758;6409.806;7628.862;8867.724;10129.850;11397.887;12610.945;13752.968;14862.099;15917.456;16903.031;17790.578;18583.634;19260.994
BRB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;4.804;5.074;5.624;6.282;7.220;8.375;9.587;10.835;12.034;13.141;14.142;15.076;15.990;16.780;17.488;18.095;18.611;19.020;19.289
BRN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;18.153;20.783;24.453;28.749;33.717;39.176;44.736;50.288;55.842;61.304;66.670;71.709;76.164;79.946;83.250;86.185;88.668;90.629;91.985
BTN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3.470;5.668;9.959;15.729;23.578;33.642;45.549;59.091;73.730;89.102;105.035;121.103;136.623;151.105;164.209;175.884;186.280;195.443;202.818
BWA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;25.012;30.932;39.037;48.737;60.995;75.527;91.768;109.243;127.623;146.680;166.381;186.011;204.762;221.829;237.165;250.738;262.904;273.711;282.655
CAF;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3.114;3.811;5.007;7.123;10.971;17.604;27.840;42.767;63.406;90.602;124.943;166.524;215.108;270.050;331.056;396.997;466.675;539.204;613.022
CAN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1201.888;1366.986;1576.148;1807.107;2114.057;2526.656;3021.337;3581.175;4185.781;4837.187;5563.307;6382.766;7299.905;8305.914;9393.260;10547.885;11771.509;13079.525;14493.948
CHE;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;294.115;324.774;364.912;414.934;476.996;551.253;636.801;734.084;841.742;960.931;1094.037;1240.771;1401.043;1574.065;1757.888;1951.047;2154.042;2368.067;2596.494
CHL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;232.988;294.681;366.954;453.912;560.695;685.276;818.606;955.826;1087.211;1211.382;1332.297;1451.963;1565.080;1666.868;1760.431;1844.529;1917.642;1978.775;2026.041
CHN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;9121.348;13850.931;20772.390;30489.004;42651.711;55602.452;67337.086;77428.953;85164.635;90540.278;94578.547;97442.394;99250.626;99965.759;100306.728;100054.625;99454.000;98525.084;97122.225
CIV;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;33.443;40.870;59.013;96.092;159.201;253.582;377.198;528.871;704.742;903.389;1121.086;1355.142;1598.721;1848.201;2108.353;2376.560;2649.470;2925.332;3199.515
CMR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;40.336;50.063;65.158;90.797;133.481;199.368;290.844;411.210;562.779;747.921;967.329;1218.905;1495.461;1789.597;2102.100;2428.152;2762.304;3099.759;3432.103
COD;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;20.876;29.352;44.445;80.661;154.943;294.027;522.261;869.162;1359.728;2016.433;2858.430;3894.019;5119.507;6522.419;8086.726;9788.560;11600.167;13499.831;15451.991
COG;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;15.396;22.503;30.415;43.244;62.333;89.334;124.366;167.800;219.783;280.253;348.710;423.274;501.644;581.676;663.670;746.091;827.433;906.445;981.151
COL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;392.550;491.036;600.653;730.201;927.214;1192.291;1503.977;1850.935;2224.531;2620.950;3034.723;3460.125;3885.626;4302.205;4718.316;5126.239;5513.361;5873.842;6197.112
COM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;0.723;0.820;1.012;1.445;2.244;3.568;5.477;8.057;11.379;15.536;20.499;26.147;32.247;38.644;45.533;52.959;60.762;68.727;76.620
CPV;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.723;2.109;2.620;3.354;4.388;5.720;7.215;8.780;10.311;11.745;13.044;14.298;15.481;16.607;17.767;18.943;20.160;21.459;22.847
CRI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;48.697;60.463;75.499;95.563;122.088;155.585;193.578;234.295;275.660;317.313;359.883;402.023;442.385;480.421;516.218;549.046;578.443;603.583;622.911
CUB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;64.700;77.528;88.350;104.881;127.476;155.562;185.791;218.160;248.927;276.009;299.858;320.430;337.483;352.755;365.725;376.490;385.116;391.378;394.956
CYP;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;20.867;20.977;23.267;26.587;31.568;38.154;45.777;54.079;62.657;71.705;81.393;91.546;101.691;111.074;119.554;127.087;133.681;139.451;144.107
CZE;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;248.639;287.807;346.842;423.949;519.679;629.633;744.993;861.406;988.467;1126.306;1282.353;1463.611;1664.430;1876.218;2097.872;2330.321;2576.935;2842.684;3130.538
DEU;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;2727.329;3001.150;3243.287;3531.057;3889.722;4344.943;4894.548;5494.448;6130.026;6819.945;7610.561;8482.433;9444.635;10487.243;11595.970;12749.624;13950.100;15212.538;16564.026
DJI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.884;2.364;3.171;4.481;6.547;9.517;13.390;18.172;23.818;30.216;37.309;45.021;53.113;61.378;69.813;78.236;86.679;95.122;103.343
DNK;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;180.168;195.513;216.694;242.009;272.943;310.649;354.662;406.803;467.388;535.815;613.859;703.731;807.555;927.047;1062.861;1214.303;1381.354;1564.777;1768.536
DOM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;83.260;103.001;126.415;154.989;192.293;237.951;288.275;341.165;394.537;448.192;501.220;553.615;603.342;650.990;698.769;745.604;791.340;834.989;875.677
DZA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;268.295;310.547;375.745;469.749;587.826;721.954;865.592;1033.200;1226.770;1444.551;1688.647;1958.774;2231.889;2498.704;2760.510;3017.645;3276.939;3538.845;3788.851
ECU;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;104.160;126.081;148.714;183.232;234.464;303.883;388.385;486.353;595.026;714.215;841.830;974.762;1109.895;1244.602;1380.960;1515.169;1644.237;1766.977;1878.670
EGY;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;449.698;528.682;708.613;970.592;1356.454;1882.745;2518.741;3232.650;3994.165;4812.979;5688.976;6597.564;7496.576;8373.067;9235.049;10086.360;10933.787;11769.509;12558.683
ERI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;2.573;3.193;3.611;4.852;7.228;11.513;18.529;29.474;45.847;69.179;101.021;142.305;192.885;252.017;319.854;396.057;480.157;570.559;664.400
ESP;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1242.302;1322.096;1422.130;1549.955;1744.121;1996.697;2280.395;2589.511;2938.509;3352.332;3843.981;4404.847;5008.605;5646.287;6336.276;7079.966;7895.090;8779.278;9716.821
EST;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;22.253;27.833;33.336;39.689;47.159;55.485;64.166;73.245;82.510;92.138;103.775;117.491;132.879;149.481;167.469;186.950;208.390;232.424;259.156
ETH;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;77.328;106.890;148.521;216.559;336.684;537.948;844.789;1285.909;1885.189;2658.951;3613.039;4749.133;6062.988;7541.541;9159.151;10884.722;12695.044;14581.433;16515.528
FIN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;170.072;191.559;213.600;240.113;273.673;314.268;359.717;408.733;462.590;523.038;591.945;672.566;765.313;870.278;987.105;1115.618;1256.382;1412.131;1586.661
FJI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3.575;3.878;4.262;5.015;6.295;8.093;10.245;12.674;15.321;18.118;20.960;23.886;26.773;29.530;32.320;35.174;38.161;41.317;44.598
FRA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1921.794;2058.133;2273.168;2558.285;2948.845;3447.424;4024.034;4674.430;5388.400;6185.345;7094.872;8117.292;9256.663;10521.543;11914.699;13437.674;15102.273;16925.138;18930.763
GAB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;20.490;23.969;27.886;34.225;42.921;54.034;67.224;82.329;98.863;116.498;134.905;153.876;172.921;191.541;210.025;227.835;244.842;261.018;276.068
GBR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;2014.292;2201.938;2530.443;2916.661;3387.813;3947.761;4582.498;5299.298;6074.991;6929.444;7913.841;9053.993;10362.587;11819.626;13418.652;15174.764;17098.957;19218.875;21573.014
GEO;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;20.242;27.056;34.585;44.769;58.024;73.440;88.301;101.393;112.176;120.796;128.097;135.168;141.032;145.123;147.544;149.501;151.280;153.185;155.087
GHA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;36.062;55.127;77.674;113.512;171.590;261.494;384.581;543.554;739.008;974.364;1251.813;1569.223;1917.297;2285.783;2677.983;3091.405;3520.210;3958.575;4394.397
GIN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;9.766;13.271;25.976;48.645;86.861;142.676;212.346;292.951;381.682;476.177;572.823;672.328;772.314;871.661;975.160;1083.250;1196.671;1316.247;1440.835
GMB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3.169;4.066;5.254;7.301;10.765;16.115;23.539;33.279;45.504;60.321;77.606;97.250;118.895;142.098;167.041;193.598;221.516;250.561;280.140
GNB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.612;1.989;2.487;3.552;5.602;9.175;14.609;22.366;32.796;46.183;62.629;82.112;104.326;128.834;155.591;184.281;214.511;245.906;277.759
GNQ;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;21.538;25.171;28.174;35.194;43.805;54.315;66.478;80.191;95.113;110.908;127.567;144.617;161.582;177.750;193.212;207.827;221.448;234.079;245.411
GRC;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;273.897;258.094;294.771;339.621;401.744;476.172;555.538;638.931;728.258;827.746;939.981;1063.322;1195.457;1334.254;1480.507;1634.040;1795.914;1966.569;2146.816
GTM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;61.823;70.192;83.758;110.407;152.612;213.980;292.890;389.647;503.323;632.529;773.330;924.370;1081.788;1243.212;1414.364;1592.974;1775.989;1962.202;2148.134
GUY;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;2.342;2.988;3.610;4.491;5.654;7.153;8.831;10.694;12.657;14.577;16.165;17.421;18.528;19.719;20.956;22.208;23.406;24.612;25.927
HKG;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;294.826;353.518;429.793;510.051;599.855;700.864;803.301;901.925;992.708;1076.737;1157.507;1228.838;1285.458;1325.125;1354.384;1371.769;1379.014;1376.879;1363.040
HND;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;26.744;31.091;37.180;47.996;66.002;92.608;127.413;170.654;221.686;279.810;343.666;412.905;486.134;562.126;642.385;725.561;810.862;897.190;982.480
HRV;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;71.255;73.810;82.138;92.146;105.414;121.358;137.597;152.940;167.075;180.931;194.830;208.088;220.138;230.234;238.759;245.989;252.200;257.350;260.584
HTI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;9.918;12.891;16.807;24.042;36.785;57.015;85.209;121.751;166.317;218.772;278.129;343.764;413.882;486.741;563.744;643.317;724.730;807.857;891.204
HUN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;169.548;178.594;196.613;225.525;263.614;307.591;353.060;401.713;455.542;515.043;582.938;660.149;744.345;836.351;937.784;1047.236;1164.107;1289.634;1425.718
IDN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;929.865;1261.476;1759.805;2553.757;3722.481;5313.941;7214.559;9309.205;11506.792;13770.972;16050.690;18282.142;20372.341;22314.616;24136.583;25829.171;27393.762;28830.089;30109.679
IND;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3653.102;4977.587;6946.386;9956.538;14398.353;20543.040;28108.595;36872.667;46498.273;56868.030;67787.118;78954.290;89931.844;100429.704;110570.350;120212.671;129182.648;137391.822;144647.298
IRL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;160.981;180.422;206.675;237.556;275.087;318.026;364.760;415.211;471.655;537.276;614.139;702.232;801.099;908.326;1025.354;1153.751;1294.661;1449.380;1618.865
IRN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;810.315;853.203;980.012;1190.881;1472.207;1852.617;2293.791;2746.227;3179.406;3600.256;4041.132;4509.590;4948.489;5346.513;5711.445;6052.269;6382.385;6697.423;6967.268
IRQ;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;102.337;167.795;252.686;331.296;461.256;651.104;859.659;1099.029;1354.257;1627.170;1927.362;2263.363;2633.005;3039.023;3495.595;3997.859;4538.220;5104.420;5677.337
ISL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;10.424;12.130;14.462;17.507;21.308;25.775;30.827;36.507;42.765;49.797;57.790;67.020;77.578;89.369;102.249;116.220;131.419;148.101;166.594
ISR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;198.145;248.654;311.701;389.989;488.633;609.504;753.514;920.040;1107.629;1318.723;1558.446;1839.819;2170.112;2555.253;3001.079;3517.847;4116.522;4813.629;5630.442
ITA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1641.252;1700.027;1825.783;2001.500;2249.414;2563.902;2920.165;3321.167;3769.403;4275.590;4849.618;5479.988;6149.450;6860.515;7629.069;8443.225;9307.563;10221.505;11186.946
JAM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;18.919;19.780;21.100;23.564;27.470;32.688;38.649;45.141;51.749;58.262;64.093;69.396;74.500;79.276;84.206;89.159;94.182;99.361;104.691
JOR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;31.744;39.165;51.970;74.145;109.095;159.792;226.423;308.517;403.832;511.962;633.217;764.333;899.933;1037.676;1178.879;1318.624;1456.248;1589.016;1712.347
JPN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3899.299;4141.060;4395.476;4812.488;5381.939;6042.085;6703.688;7414.794;8158.483;8969.401;9845.774;10763.925;11728.086;12730.976;13761.886;14833.704;15952.892;17120.737;18352.991
KAZ;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;178.180;239.036;318.904;445.423;592.497;764.428;928.247;1059.013;1138.913;1188.236;1237.468;1294.946;1348.102;1388.144;1428.041;1467.587;1510.067;1553.170;1588.796
KEN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;60.007;76.674;101.936;143.652;214.093;325.061;482.721;695.283;969.428;1311.961;1727.879;2216.674;2767.826;3370.057;4026.736;4732.267;5477.857;6253.103;7039.547
KGZ;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;10.941;14.037;17.594;23.598;32.864;45.735;60.886;77.541;94.677;112.009;129.712;147.954;165.718;181.872;197.741;213.293;229.185;245.551;261.785
KHM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;27.826;38.129;54.078;76.683;109.745;154.758;210.093;275.684;348.056;426.983;508.744;595.293;685.158;775.303;865.804;955.178;1044.883;1136.924;1230.358
KOR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1320.884;1601.039;1953.826;2368.247;2806.591;3244.463;3655.740;4053.809;4439.520;4835.503;5212.966;5596.648;6012.541;6432.864;6873.865;7328.331;7790.777;8254.316;8741.561
KWT;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;124.857;163.093;201.991;255.044;330.582;428.923;543.090;653.070;753.415;840.763;918.415;984.900;1038.535;1082.007;1124.404;1165.226;1204.053;1238.079;1263.160
LAO;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;14.340;20.865;30.183;43.800;63.836;91.237;124.602;163.028;205.053;248.795;292.720;337.199;381.823;425.787;468.933;510.019;549.493;588.461;626.917
LBN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;53.347;61.943;75.304;92.985;115.111;141.528;170.249;199.547;228.001;256.330;284.187;310.906;336.206;359.193;380.431;399.653;417.189;433.292;446.966
LBR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.926;2.962;4.793;8.606;15.666;28.343;48.823;79.992;124.548;184.792;262.714;358.520;470.797;596.874;735.161;882.605;1036.361;1193.902;1350.673
LBY;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;99.765;127.737;159.040;197.588;247.600;308.906;372.571;431.216;483.439;534.572;589.221;648.524;708.647;767.771;826.892;886.498;948.661;1012.913;1073.912
LCA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.439;1.522;1.718;2.056;2.602;3.365;4.288;5.356;6.529;7.793;9.136;10.535;11.946;13.301;14.625;15.906;17.117;18.242;19.242
LKA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;95.022;131.928;179.469;241.716;327.536;436.051;556.617;682.260;810.838;940.523;1072.269;1202.549;1320.076;1422.625;1520.313;1616.614;1710.889;1799.206;1875.056
LSO;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3.119;3.941;4.883;6.549;9.452;14.063;20.715;29.808;41.595;56.186;73.549;93.507;115.685;139.525;164.765;190.591;216.681;242.804;268.351
LTU;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;51.059;61.249;71.710;81.598;92.043;103.277;113.640;122.227;127.939;131.796;135.863;141.210;146.871;151.326;154.638;157.341;159.894;163.085;166.975
LUX;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;34.848;39.196;45.876;53.120;60.724;69.042;78.193;87.965;98.510;110.223;123.317;137.616;153.024;169.460;186.872;205.099;224.074;243.865;264.601
LVA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;28.991;35.390;41.869;49.999;60.527;71.977;82.858;92.926;101.585;109.232;117.457;125.859;133.228;139.217;144.926;149.798;154.010;157.845;160.959
MAC;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;31.329;37.117;41.590;46.208;51.539;57.275;62.867;68.115;72.860;77.227;81.422;84.995;87.639;89.264;90.315;90.825;90.818;90.258;88.979
MAR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;137.293;169.805;222.697;303.924;420.348;574.517;753.325;945.072;1138.215;1329.168;1515.787;1701.199;1878.284;2041.416;2196.147;2344.343;2490.484;2639.039;2782.020
MDA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;9.951;12.285;15.529;20.732;27.969;36.745;45.143;52.106;57.002;60.004;62.097;64.013;64.977;64.555;63.736;62.578;61.557;61.020;60.810
MDG;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;17.999;20.058;25.615;37.270;59.274;97.464;156.542;243.131;364.145;524.972;729.153;977.501;1269.283;1599.624;1968.572;2369.134;2793.623;3235.265;3683.798
MDV;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;2.333;2.791;3.355;4.184;5.417;7.112;9.177;11.513;13.983;16.515;19.163;21.998;24.918;27.762;30.335;32.560;34.470;36.134;37.544
MEX;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1409.686;1660.701;1935.700;2303.276;2818.030;3474.504;4196.395;4968.519;5785.354;6631.348;7484.045;8355.903;9216.786;10069.376;10932.421;11786.733;12625.827;13441.590;14194.277
MKD;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;18.931;21.866;27.023;34.533;44.479;56.695;69.890;83.267;96.297;109.236;122.226;134.510;145.214;153.888;160.926;166.751;171.520;175.283;177.723
MLI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;14.860;16.455;22.271;33.220;52.658;85.457;135.535;207.746;307.055;437.710;602.282;801.507;1032.695;1293.165;1582.952;1899.594;2239.146;2597.725;2968.421
MLT;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;9.442;10.457;11.874;13.908;16.554;19.699;22.873;25.865;28.596;31.109;33.530;35.913;38.199;40.173;41.807;43.131;44.198;45.057;45.684
MMR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;69.159;91.344;122.933;168.890;235.433;323.672;424.794;534.778;648.253;762.331;875.118;984.672;1089.964;1188.309;1283.410;1375.429;1466.129;1556.572;1645.253
MNE;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;6.414;7.035;7.968;9.389;11.337;13.723;16.290;18.875;21.400;23.967;26.622;29.130;31.334;33.196;34.777;36.076;37.138;38.001;38.533
MNG;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;9.977;17.647;28.571;44.447;67.015;95.056;124.581;153.230;179.463;203.435;226.891;250.022;271.462;288.788;303.963;317.888;331.574;345.215;357.515
MOZ;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;19.244;27.346;39.459;59.553;94.218;151.510;238.128;364.126;539.760;773.784;1072.852;1438.949;1869.856;2361.743;2913.982;3516.953;4158.306;4826.342;5506.239
MRT;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;7.624;9.940;13.134;17.682;24.546;34.349;47.142;63.460;83.607;107.600;135.411;166.604;200.297;235.756;273.030;311.604;351.145;391.034;430.264
MUS;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;15.734;19.026;23.850;30.389;38.741;48.647;59.307;70.434;81.891;93.135;104.132;114.768;124.738;134.291;143.558;152.244;160.299;167.734;174.400
