Region;Model;Scenario;Variable;Unit;Y2010;Y2015;Y2020;Y2025;Y2030;Y2035;Y2040;Y2045;Y2050;Y2055;Y2060;Y2065;Y2070;Y2075;Y2080;Y2085;Y2090;Y2095;Y2100
ESP;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1242.302;1307.643;1382.527;1458.268;1561.820;1684.424;1807.919;1928.018;2060.946;2213.509;2383.495;2559.985;2721.308;2862.872;3003.729;3143.246;3286.908;3428.228;3551.244
EST;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;22.253;27.655;32.542;37.538;43.035;48.799;54.320;59.436;63.904;67.693;72.045;76.726;81.102;84.700;87.918;90.849;93.798;96.958;100.009
ETH;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;77.328;108.554;150.476;194.923;242.800;287.787;338.809;396.540;459.627;527.548;600.687;680.360;767.969;863.580;964.589;1070.570;1182.022;1300.357;1428.333
FIN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;170.072;189.729;206.955;225.748;247.490;271.883;297.008;320.547;342.840;364.718;386.777;409.931;432.561;453.559;473.579;492.445;510.809;528.958;545.718
FJI;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;3.575;3.899;4.273;4.760;5.278;5.689;6.063;6.388;6.670;6.918;7.120;7.297;7.434;7.526;7.608;7.683;7.758;7.837;7.916
FRA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1921.794;2041.204;2220.457;2432.840;2694.187;2999.601;3325.086;3657.712;3980.635;4303.586;4642.095;4983.071;5310.841;5621.753;5926.007;6222.995;6512.893;6796.310;7061.638
GAB;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;20.490;24.263;27.399;30.778;34.542;38.526;43.155;48.479;54.526;61.198;68.500;76.611;85.580;95.310;105.827;116.954;128.903;141.606;155.221
GBR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;2014.292;2180.495;2453.564;2738.214;3038.311;3355.866;3683.516;4014.361;4323.922;4618.396;4928.134;5252.154;5575.455;5870.932;6148.382;6414.557;6678.930;6950.897;7217.326
GEO;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;20.242;27.192;34.281;41.096;47.990;55.180;62.592;69.589;75.863;81.353;86.536;92.002;96.986;100.921;103.653;106.116;108.709;111.483;114.078
GHA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;36.062;56.202;79.520;104.961;130.783;154.137;178.912;205.761;235.078;268.217;305.507;347.011;392.778;442.374;495.673;552.286;612.284;675.545;742.645
GIN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;9.766;13.649;24.859;36.424;48.143;58.726;69.852;81.689;94.309;107.488;121.022;135.298;150.417;166.192;182.544;199.504;217.204;235.756;255.590
GMB;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;3.169;4.156;5.437;7.007;8.796;10.588;12.539;14.644;16.894;19.299;21.846;24.559;27.465;30.539;33.773;37.183;40.789;44.639;48.746
GNB;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1.612;2.031;2.527;3.176;3.969;4.825;5.809;6.944;8.216;9.618;11.125;12.749;14.472;16.289;18.170;20.097;22.094;24.137;26.285
GNQ;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;21.538;25.561;28.343;33.611;39.413;45.641;52.434;59.883;67.871;76.263;85.225;94.811;104.864;115.410;126.284;137.451;148.878;160.538;172.485
GRC;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;273.897;256.190;288.179;319.924;360.080;403.240;443.995;480.921;516.057;550.727;585.701;618.724;647.608;670.832;691.185;709.408;726.697;742.708;754.933
GTM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;61.823;72.278;85.768;102.481;122.076;141.898;163.400;186.857;212.270;239.595;268.675;300.186;334.471;371.711;411.864;454.854;501.165;551.150;605.498
GUY;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;2.342;3.020;3.634;4.301;4.980;5.677;6.442;7.348;8.397;9.526;10.595;11.601;12.689;13.961;15.268;16.539;17.749;18.944;20.173
HKG;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;294.826;351.211;419.179;475.289;528.469;580.906;628.606;669.526;703.879;734.766;765.052;791.989;814.236;828.978;837.012;838.966;834.675;824.647;809.217
HND;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;26.744;31.807;38.757;46.803;55.481;63.830;72.862;82.576;92.975;104.000;115.630;128.230;141.981;156.920;172.922;189.998;208.418;228.394;250.192
HRV;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;71.255;73.626;81.232;88.507;96.998;106.087;114.546;121.718;127.904;133.912;139.882;145.190;149.618;152.648;154.617;155.838;156.560;156.858;156.516
HTI;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;9.918;13.090;16.990;21.728;26.908;31.850;37.256;43.019;49.097;55.591;62.416;69.635;77.374;85.610;94.289;103.384;112.945;123.021;133.823
HUN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;169.548;177.283;192.026;213.398;239.108;266.246;290.747;313.780;336.538;358.327;380.573;402.901;422.441;439.630;456.339;471.513;485.632;498.870;510.632
IDN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;929.865;1260.973;1730.752;2316.574;2979.939;3700.590;4481.019;5271.981;6044.947;6799.380;7521.637;8182.331;8753.248;9242.692;9668.899;10033.896;10342.574;10598.210;10794.665
IND;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;3653.102;4999.230;6901.443;9162.560;11709.192;14493.170;17509.738;20647.270;23838.428;27082.146;30339.685;33501.050;36450.780;39125.603;41545.431;43704.377;45641.912;47371.158;48835.938
IRL;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;160.981;178.354;199.907;222.512;248.430;275.058;300.676;324.517;348.456;373.893;401.301;429.195;455.616;478.441;500.314;521.722;543.436;565.378;585.797
IRN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;810.315;854.867;968.649;1132.783;1320.086;1549.490;1801.961;2038.753;2246.094;2432.374;2595.351;2754.178;2892.607;2999.514;3079.549;3144.840;3209.210;3277.227;3340.288
IRQ;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;102.337;172.051;264.842;345.414;464.624;619.913;771.372;932.399;1092.018;1253.438;1430.944;1642.365;1904.135;2231.592;2635.082;3121.402;3698.679;4374.677;5160.043
ISL;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;10.424;11.969;13.886;16.090;18.618;21.298;24.024;26.700;29.232;31.729;34.241;36.831;39.385;41.705;43.842;45.807;47.672;49.450;51.041
ISR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;198.145;244.786;298.480;359.391;428.657;506.375;590.079;676.503;763.226;851.327;943.948;1042.717;1145.627;1250.776;1359.741;1474.188;1596.084;1726.163;1860.560
ITA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1641.252;1684.387;1785.466;1901.275;2041.348;2200.489;2365.388;2535.253;2709.571;2887.266;3069.591;3245.803;3401.723;3539.553;3676.669;3807.959;3932.844;4046.446;4140.696
JAM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;18.919;19.923;21.437;23.315;25.538;27.963;30.889;34.317;38.082;42.105;46.085;50.080;54.394;58.812;63.292;67.676;71.981;76.257;80.419
JOR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;31.744;39.372;52.303;70.860;95.812;127.291;166.629;214.646;271.935;339.955;420.463;513.197;618.408;737.438;870.665;1015.079;1169.967;1334.871;1510.349
JPN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;3899.299;4115.094;4308.477;4587.023;4929.738;5274.632;5576.051;5868.758;6129.464;6380.293;6619.223;6817.698;6967.053;7058.858;7111.699;7136.975;7142.532;7128.714;7082.885
KAZ;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;178.180;238.831;315.076;421.578;528.214;642.617;745.533;816.440;841.056;838.993;836.814;841.776;846.023;843.716;842.975;843.114;845.424;848.030;846.274
KEN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;60.007;78.301;103.843;132.416;163.456;193.524;226.984;264.567;307.149;355.300;409.850;470.983;539.155;614.090;695.442;783.302;878.248;980.318;1090.687
KGZ;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;10.941;14.104;17.488;21.721;26.583;31.641;36.901;42.137;47.038;51.664;56.240;60.749;64.830;68.049;70.800;73.179;75.333;77.191;78.583
KHM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;27.826;38.251;53.193;67.420;80.220;89.690;98.186;106.172;112.485;117.912;121.870;125.262;128.081;130.039;131.302;132.013;132.568;133.246;133.963
KOR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1320.884;1592.540;1914.173;2259.035;2595.824;2901.593;3157.088;3368.069;3531.279;3667.124;3752.659;3806.182;3850.140;3862.566;3865.191;3851.901;3825.039;3788.141;3737.804
KWT;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;124.857;161.086;196.273;240.746;300.825;375.458;459.512;534.870;599.154;649.023;687.086;712.801;727.660;735.753;743.273;749.670;755.374;758.838;758.037
LAO;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;14.340;21.173;30.551;40.057;48.789;55.863;62.745;69.505;75.996;81.921;87.485;93.296;99.665;106.604;113.842;121.295;129.279;138.141;148.270
LBN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;53.347;61.974;74.974;89.271;104.214;119.134;134.029;148.077;160.915;173.364;184.961;195.046;203.822;210.841;216.438;220.444;223.217;225.157;226.311
LBR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1.926;2.986;4.576;6.871;9.528;12.366;15.584;19.316;23.602;28.471;33.977;40.075;46.721;53.868;61.448;69.300;77.390;85.669;94.164
LBY;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;99.765;127.767;158.428;193.177;232.066;273.312;310.811;338.724;356.949;371.304;384.962;398.940;411.699;422.953;433.694;444.531;456.601;469.719;482.070
LCA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1.439;1.527;1.722;1.968;2.278;2.629;3.023;3.453;3.905;4.378;4.871;5.377;5.881;6.352;6.797;7.208;7.595;7.964;8.307
LKA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;95.022;132.104;177.587;229.043;283.211;336.799;388.906;436.662;481.149;524.361;566.941;606.565;638.648;663.243;685.306;705.629;724.600;741.525;754.790
LSO;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;3.119;3.979;4.851;5.779;6.771;7.675;8.717;9.879;11.169;12.570;14.081;15.718;17.512;19.465;21.568;23.801;26.199;28.805;31.644
LTU;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;51.059;61.261;71.058;77.682;83.157;88.413;93.285;97.095;99.135;100.144;101.475;103.573;105.800;107.061;107.363;107.238;107.161;107.586;108.401
LUX;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;34.848;38.519;43.677;48.539;53.030;57.344;61.467;65.205;68.628;71.928;75.090;77.830;80.020;82.328;84.503;86.345;87.936;89.232;90.030
LVA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;28.991;35.349;41.231;46.599;52.145;57.067;61.357;64.993;67.712;69.832;72.437;75.136;77.152;78.338;79.411;80.073;80.608;81.173;81.538
MAC;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;31.329;35.943;39.239;41.857;44.597;47.157;49.282;50.968;52.221;53.150;54.038;54.589;54.614;54.274;53.802;53.157;52.395;51.492;50.335
MAR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;137.293;171.057;223.725;286.571;358.178;435.840;517.749;598.836;677.109;750.737;820.704;888.105;951.176;1008.321;1060.260;1107.671;1152.896;1197.906;1242.114
MDA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;9.951;12.370;15.505;19.358;23.707;28.316;32.801;36.745;39.880;42.299;44.589;47.024;49.056;50.247;51.120;51.730;52.343;53.029;53.632
MDG;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;17.999;20.482;26.448;34.654;44.685;55.578;68.609;84.378;103.140;124.938;149.984;178.603;211.200;247.763;288.203;332.357;380.481;432.975;490.481
MDV;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;2.333;2.792;3.344;3.993;4.786;5.685;6.682;7.712;8.717;9.690;10.688;11.740;12.793;13.773;14.614;15.316;15.911;16.446;16.930
MEX;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1409.686;1667.564;1948.304;2251.880;2598.759;2971.871;3349.550;3733.059;4134.695;4553.559;4979.503;5415.279;5841.067;6258.610;6671.110;7072.444;7462.979;7841.752;8200.204
MKD;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;18.931;21.823;26.523;31.969;38.047;44.612;51.224;57.442;63.196;68.885;74.617;79.916;84.408;87.853;90.284;91.847;92.730;93.058;92.771
MLI;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;14.860;16.926;22.668;30.110;38.826;48.148;58.688;70.630;83.999;98.717;114.590;131.575;149.435;168.137;187.375;207.143;227.440;248.360;270.234
MLT;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;9.442;10.421;11.699;13.264;15.149;17.219;19.134;20.757;22.100;23.244;24.302;25.296;26.190;26.874;27.343;27.626;27.810;27.954;28.046
MMR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;69.159;91.587;121.608;147.717;165.681;171.004;170.326;165.278;156.671;145.814;133.815;121.290;108.856;96.744;85.378;74.826;65.216;56.605;48.922
MNE;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;6.414;7.028;7.906;8.943;10.084;11.237;12.361;13.404;14.396;15.450;16.591;17.647;18.552;19.282;19.858;20.303;20.640;20.880;20.997
MNG;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;9.977;17.688;27.912;39.270;52.380;66.813;82.093;97.226;111.492;124.734;137.779;150.470;161.999;170.985;178.324;184.445;189.928;194.845;198.521
MOZ;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;19.244;27.851;39.959;53.376;66.803;78.704;91.251;105.208;120.416;136.915;154.553;173.100;193.012;214.129;236.533;260.259;285.440;312.519;341.965
MRT;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;7.624;10.061;13.149;16.659;20.559;24.813;29.724;35.539;42.335;50.122;58.908;68.714;79.523;91.444;104.427;118.367;133.253;149.072;166.006
MUS;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;15.734;19.017;23.554;28.205;32.825;37.144;41.109;44.669;48.058;50.980;53.537;55.748;57.563;59.197;60.684;61.893;62.918;63.836;64.647
MWI;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;11.854;15.337;21.129;28.542;37.508;47.183;58.744;72.810;89.818;110.269;134.654;163.614;197.602;236.888;281.552;331.775;388.018;450.466;519.775
MYS;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;375.288;473.077;591.867;723.911;875.493;1040.734;1213.705;1383.638;1549.599;1721.225;1896.948;2067.072;2226.650;2377.114;2517.621;2646.241;2762.732;2866.333;2954.300
NAM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;13.403;16.304;20.203;24.848;30.293;36.140;42.610;49.769;57.667;66.186;75.270;84.915;95.350;106.401;118.259;130.842;144.092;158.315;173.721
